id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
B010FC2F-509A-40EA-8908-E2465C755BBC,Anderson 6129,145.4434,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-07-22T20:00:00.000Z,2026-07-22T19:04:00.000Z,2026-07-22T20:03:49.109Z,0.5,Acres,0,Percent,Anderson,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,266129,Wildfire,31.894166666666663,-95.61694444444444
EF0D5739-7B60-49A5-B597-7F90293FBBBF,Rusk 6110,126.5149,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-07-22T15:14:00.000Z,2026-07-22T01:27:15.000Z,2026-07-22T15:14:38.278Z,5.22,Acres,100,Percent,Rusk,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,266110,Wildfire,32.30133333333333,-94.81418166666667
4C688C2D-A051-4097-89F3-F632438D755E,403,159.07,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-07-21T04:29:06.000Z,2026-07-20T21:58:53.000Z,2026-07-21T09:15:57.747Z,0.2,Acres,100,Percent,Limestone,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,266081,Wildfire,31.572312000000004,-96.546202
1D549351-C966-4A82-8FB0-E943DB0A751E,Nacogdoches 6075,134.9313,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-07-22T15:11:00.000Z,2026-07-20T19:12:00.000Z,2026-07-22T15:12:17.056Z,0.5,Acres,100,Percent,Nacogdoches,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,266075,Wildfire,31.825683333333334,-94.52338333333334
510293EF-C7E5-4964-B3A0-8DF88BAF4A5D,Bowie 6013,94.1062,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-07-22T13:30:00.000Z,2026-07-18T14:31:00.000Z,2026-07-22T13:31:21.333Z,0.3,Acres,100,Percent,Bowie,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,266013,Wildfire,33.36883333333333,-94.44731666666667
6098E38C-4000-4E16-9103-0D20291F6B5B,Polk 5744,84.891,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-07-05T02:45:00.000Z,2026-07-04T23:43:00.000Z,2026-07-05T02:53:28.525Z,0.5,Acres,100,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,265744,Wildfire,30.732643999999993,-94.90955999999998
9AB3BFD9-8BD3-46E1-BE87-295826E8388F,Tyler 5734,84.7381,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-07-04T22:30:00.000Z,2026-07-04T19:12:13.000Z,2026-07-04T22:34:16.793Z,10.0,Acres,100,Percent,Tyler,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,265734,Wildfire,30.70991666666666,-94.33411666666667
