id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
19ED6108-5ADF-48BA-8E1F-C65801F2637F,North Twin,963.8892,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-05T04:01:20.000Z,2026-04-04T17:34:07.000Z,2026-04-05T20:33:37.802Z,518.0,Acres,100,Percent,Hutchinson,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,263364,Wildfire,35.7554100000002,-101.57465999999995
B52B946D-2DBE-4ABC-B876-FC52D0D6A9A7,Redford,767.1241,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-04T19:42:58.000Z,2026-04-03T22:58:13.000Z,2026-04-06T15:04:16.468Z,150.0,Acres,100,Percent,Presidio,COUNTY,7,REGION,TXTXS - Texas A & M Forest Service,Visible,263363,Wildfire,29.454479999999993,-104.19744
1BAFC023-EBCB-466D-B991-7D96B16D1FA1,Cobalt,1031.7086,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-03T20:22:01.000Z,2026-04-03T03:20:49.000Z,2026-04-03T20:23:07.892Z,24.0,Acres,100,Percent,Oldham,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,263360,Wildfire,35.484562000000174,-102.24728899999995
0C89C4E1-DA0B-48FC-9656-9DCC66BAA8C8,Lefty,640.9965,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-04T16:41:12.000Z,2026-04-02T19:00:43.000Z,2026-04-05T20:40:41.270Z,1382.0,Acres,100,Percent,Hall,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,263351,Wildfire,34.41722222222222,-100.60166666666666
88B70484-B3B3-4E96-9C60-D68F61DE29DE,Rusk 3336,113.9117,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T19:03:00.000Z,2026-04-01T20:13:00.000Z,2026-04-06T19:04:12.970Z,0.1,Acres,100,Percent,Rusk,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263336,Wildfire,31.87516666666666,-94.52013333333333
27DEC24D-7264-430E-85D4-C9319E194390,Sabine 3330,84.045,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T17:49:00.000Z,2026-04-01T10:20:10.000Z,2026-04-06T17:50:48.978Z,0.1,Acres,100,Percent,Sabine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263330,Wildfire,31.41146666666668,-93.96178333333332
94BEA445-33E7-473D-8EA5-E24E3E200E9E,Sandy Creek,167.8465,#A7A9AC,Fire Out,277594B4-65F2-4686-BE50-CE11AB075377,2026-04-06T11:27:04.000Z,2026-03-30T19:02:44.000Z,2026-04-06T11:28:02.746Z,13.0,Acres,100,Percent,Bastrop,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,263267,Wildfire,29.935529,-97.38132500000002
EA12256C-A296-430E-AF68-BD5C9B6D82CD,Harrison 3265,83.2899,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-03-30T20:06:00.000Z,2026-03-30T18:26:00.000Z,2026-03-30T20:07:33.043Z,1.0,Acres,100,Percent,Harrison,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263265,Wildfire,32.48788999999999,-94.07296
AE7F21F4-3714-4A42-A529-2CBF9333AD60,San Augustine 3228,67.3596,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T19:14:00.000Z,2026-03-29T19:16:00.000Z,2026-04-06T19:14:41.124Z,2.0,Acres,100,Percent,San Augustine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263228,Wildfire,31.256899999999995,-94.12823333333333
FFCBE9D4-476F-4CC0-8C2B-9C02228F918B,San Augustine 3227,119.525,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T19:00:00.000Z,2026-03-29T18:33:00.000Z,2026-04-06T19:01:07.378Z,2.87,Acres,100,Percent,San Augustine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263227,Wildfire,31.445233333333334,-94.06271666666666
38F9B90C-AC43-4FEB-AF54-C9BEE3DE98B4,Shelby 3196,128.231,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T17:42:00.000Z,2026-03-28T16:31:10.000Z,2026-04-06T17:43:04.183Z,4.0,Acres,100,Percent,Shelby,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263196,Wildfire,31.675051666666665,-94.28462333333331
60213FA7-7ECF-435B-8191-C2174A4B3F7C,Polk 3180,95.7021,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-03-27T21:23:00.000Z,2026-03-27T19:59:00.000Z,2026-04-06T17:41:51.155Z,1.5,Acres,100,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263180,Wildfire,30.70413333333333,-94.78451666666666
96F23845-C031-4E73-8BC7-E6E066DCDD2B,Golden Rule,94.2194,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T17:33:00.000Z,2026-03-26T20:32:00.000Z,2026-04-06T17:34:09.409Z,153.0,Acres,100,Percent,Newton,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263151,Wildfire,30.8949,-93.74261666666666
EAA00C88-D993-427A-8EE0-58A23C975FAF,Newton 3137,20.3436,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T17:24:00.000Z,2026-03-26T17:10:00.000Z,2026-04-06T17:24:55.119Z,0.17,Acres,100,Percent,Newton,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263137,Wildfire,30.579516666666667,-93.78551666666668
3CC1A217-9CC4-4620-A0C7-640BECACDE8E,Anderson 3086,225.8403,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T19:08:00.000Z,2026-03-25T12:03:07.000Z,2026-04-06T19:09:58.977Z,22.0,Acres,100,Percent,Anderson,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263086,Wildfire,31.96371666666666,-95.68854999999999
EC1B1748-1F36-4504-888A-1945797C5AC3,Shelby 3083,144.1382,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-03-25T01:38:30.000Z,2026-03-24T23:38:00.000Z,2026-03-25T15:53:34.722Z,13.95,Acres,100,Percent,Shelby,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263083,Wildfire,31.714320000000185,-94.24124999999998
BB229251-7CC9-432A-87CC-113A0149F820,Tyler 3055,38.9818,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T18:58:00.000Z,2026-03-24T16:34:00.000Z,2026-04-06T18:59:53.382Z,14.88,Acres,100,Percent,Tyler,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263055,Wildfire,30.560336,-94.17349299999998
ABFE4BAC-5B45-4469-B9A2-8621363DF4FF,Lamar 3024,155.0825,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T19:02:00.000Z,2026-03-24T05:05:05.000Z,2026-04-06T19:02:59.257Z,61.0,Acres,100,Percent,Lamar,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263024,Wildfire,33.867383333333336,-95.63098333333335
979D5CBF-1F38-4404-A6B1-780FF4C5FEB5,Lamar 2950,168.0135,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T19:01:00.000Z,2026-03-22T23:08:00.000Z,2026-04-06T19:02:21.159Z,39.0,Acres,100,Percent,Lamar,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,262950,Wildfire,33.78823333333333,-95.62753333333333
B6461FA8-02FB-4417-931A-1CF325673504,Mustang Creek,131.2853,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T18:02:00.000Z,2026-03-22T20:49:00.000Z,2026-04-06T18:03:21.358Z,30.0,Acres,100,Percent,Lamar,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,262937,Wildfire,33.502815,-95.31821900000001
F116E01D-3487-433A-9853-F7AF1400EE5B,Panola 2930,69.3892,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-06T18:56:00.000Z,2026-03-22T19:59:00.000Z,2026-04-06T18:57:24.704Z,6.0,Acres,100,Percent,Panola,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,262930,Wildfire,32.103333333333325,-94.16027777777778
