id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
E58EC24B-E0FF-41FD-AB3F-46552A59BB94,Ryan,387.1268,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-07-01T20:08:05.000Z,2026-07-01T19:25:38.000Z,2026-07-01T20:09:49.392Z,100.0,Acres,0,Percent,Comanche,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,265681,Wildfire,32.04138888888907,-98.4533333333333
19107457-3261-4811-B36A-E5E01E4BAAA4,Upshur 5655,132.082,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-07-01T16:44:00.000Z,2026-06-30T21:42:00.000Z,2026-07-01T16:46:40.717Z,5.0,Acres,100,Percent,Upshur,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,265655,Wildfire,32.776959999999995,-95.070456
7A143D4C-A46A-4DF3-A61F-5AE08647F215,Light House,940.1905,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-30T19:22:30.000Z,2026-06-30T16:15:10.000Z,2026-06-30T19:22:39.247Z,0.17,Acres,100,Percent,Randall,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,265647,Wildfire,34.951284000000186,-101.68049199999996
7C9C2A7C-7397-4E63-AD44-2399077E4F88,County Road 236,704.7172,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-27T22:03:45.000Z,2026-06-27T19:31:58.000Z,2026-06-27T22:04:20.778Z,29.0,Acres,100,Percent,Nolan,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,265584,Wildfire,32.20028333333333,-100.32321666666667
