id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
406C4730-C0E0-4A59-84DE-F8D203F26250,Cardinal,475.8213,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-06-04T03:40:16.000Z,2026-06-04T02:39:21.000Z,2026-06-04T09:16:18.430Z,27.0,Acres,90,Percent,Haskell,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,264408,Wildfire,33.162283333333335,-99.94863333333333
6471A873-AA28-464B-9C77-C4A2F7385A6F,Trinity 4393,117.5439,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-03T00:28:00.000Z,2026-06-02T22:02:00.000Z,2026-06-03T00:30:04.666Z,6.3,Acres,100,Percent,Trinity,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,264393,Wildfire,31.17573333333333,-95.24255
99CF3DA9-EA9E-496A-983E-D0D5B689D1F7,Caprock,739.231,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-01T17:44:29.000Z,2026-05-31T20:00:17.000Z,2026-06-01T17:44:56.734Z,11.0,Acres,100,Percent,Briscoe,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264368,Wildfire,34.4569,-101.0319
4CEEA569-3A14-46E2-A01D-5D68A5A1E59D,Sabine 3508,66.2268,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T22:12:00.000Z,2026-04-08T20:00:00.000Z,2026-04-08T22:14:58.936Z,14.0,Acres,100,Percent,Sabine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263508,Wildfire,31.210633333333327,-93.94941666666665
