id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
A4585ACB-7C3A-4069-ADC4-E7D37464EF4A,Polk 5112,68.5892,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-18T09:05:05.000Z,2026-06-18T07:05:38.000Z,2026-06-18T09:21:47.205Z,1.0,Acres,100,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,265112,Wildfire,31.014501999999993,-94.75590600000001
2D17B1FF-CE7E-438F-AE44-2B7E809E9E19,Thicket,495.6476,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-17T23:26:44.000Z,2026-06-17T19:56:47.000Z,2026-06-17T23:27:34.739Z,92.2,Acres,100,Percent,Coleman,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,265031,Wildfire,31.941399999999987,-99.2802
C1B690A6-8C2B-4D1B-904C-99B13A9FC5E0,Gotier Trace,147.8594,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-15T14:45:57.000Z,2026-06-14T20:12:05.000Z,2026-06-15T14:47:24.996Z,8.0,Acres,100,Percent,Bastrop,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,264828,Wildfire,30.126006040050274,-97.14697823083871
