id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
9AB3BFD9-8BD3-46E1-BE87-295826E8388F,Tyler 5734,84.7381,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-07-04T20:10:00.000Z,2026-07-04T19:12:13.000Z,2026-07-04T20:30:56.587Z,5.0,Acres,0,Percent,Tyler,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,265734,Wildfire,30.70991666666666,-94.33411666666667
EAF38405-975C-4DD2-842E-F291F7AF58CC,Homestead,397.8069,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-07-04T18:54:29.000Z,2026-07-03T16:33:50.000Z,2026-07-04T18:54:50.787Z,111.2,Acres,100,Percent,Lampasas,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,265715,Wildfire,31.38230525473267,-98.22045111133973
E58EC24B-E0FF-41FD-AB3F-46552A59BB94,Ryan,387.1268,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-07-01T22:22:15.000Z,2026-07-01T19:25:38.000Z,2026-07-01T22:23:02.367Z,36.0,Acres,100,Percent,Comanche,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,265681,Wildfire,32.04138888888907,-98.4533333333333
7A143D4C-A46A-4DF3-A61F-5AE08647F215,Light House,940.1905,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-06-30T19:22:30.000Z,2026-06-30T16:15:10.000Z,2026-06-30T19:22:39.247Z,0.17,Acres,100,Percent,Randall,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,265647,Wildfire,34.951284000000186,-101.68049199999996
