id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
3687F419-045C-49FB-A6BE-CE6E20F68C7A,Panola 3565,94.8015,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-04-09T22:13:00.000Z,2026-04-09T21:37:00.000Z,2026-04-09T22:29:52.644Z,10.0,Acres,0,Percent,Panola,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263565,Wildfire,31.977222222222217,-94.25944444444444
75AD75DC-5EC6-4252-8D2C-93DE6DF6D2D1,Sabine 3564,108.5895,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-04-09T21:37:00.000Z,2026-04-09T21:03:00.000Z,2026-04-09T22:38:08.862Z,50.0,Acres,0,Percent,Sabine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263564,Wildfire,31.44356666666666,-93.97666666666667
4CEEA569-3A14-46E2-A01D-5D68A5A1E59D,Sabine 3508,66.2268,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T22:12:00.000Z,2026-04-08T20:00:00.000Z,2026-04-08T22:14:58.936Z,14.0,Acres,100,Percent,Sabine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263508,Wildfire,31.210633333333327,-93.94941666666665
25C194F0-6EE2-427A-8135-697DB8709CA5,Shelby 3506,124.7079,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-09T16:11:19.000Z,2026-04-08T19:50:00.000Z,2026-04-09T16:11:54.241Z,2.1,Acres,100,Percent,Shelby,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263506,Wildfire,31.91944444444444,-94.41388888888889
19EBA8A3-714D-4735-8F78-64DF2757ADB0,Harrison 3507,106.5759,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T21:07:00.000Z,2026-04-08T19:48:00.000Z,2026-04-08T21:10:13.106Z,5.0,Acres,100,Percent,Harrison,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263507,Wildfire,32.60229225383153,-94.3148220855418
A4BCD3D9-41D0-4E1A-B580-ACB0AFB62CCA,Oxy,1034.4812,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T18:07:27.000Z,2026-04-08T16:33:44.000Z,2026-04-08T21:10:10.808Z,62.5,Acres,100,Percent,Hale,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,263502,Wildfire,33.82568333333334,-102.04136666666665
152997EA-C776-427C-82DE-D2C8D3EF714C,Lingos Creek,748.4389,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T00:35:49.000Z,2026-04-07T21:10:53.000Z,2026-04-08T00:37:22.459Z,5.0,Acres,100,Percent,Floyd,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,263472,Wildfire,34.307849999999995,-101.06086666666667
716EC928-6A8F-4D30-8653-83B5618BBCEE,Harrison 3470,97.6882,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-04-09T18:31:00.000Z,2026-04-07T20:10:00.000Z,2026-04-09T18:32:16.677Z,4.0,Acres,100,Percent,Harrison,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,263470,Wildfire,32.63761666666666,-94.44118333333331
A51B6801-C5BF-471B-8842-60E7B5144900,Neil Creek,228.5017,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T14:19:53.000Z,2026-04-07T17:48:41.000Z,2026-04-08T14:20:48.383Z,13.2,Acres,100,Percent,Bosque,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,263469,Wildfire,31.723959999999995,-97.633855
D1E341F2-5F2F-4E65-9CD9-E9195D7C2578,Newton 3468,37.1651,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-07T21:39:00.000Z,2026-04-07T17:27:00.000Z,2026-04-07T21:56:40.098Z,42.22,Acres,100,Percent,Newton,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263468,Wildfire,30.7126,-93.77641666666666
F7720292-9A7B-4C32-B9DA-1736ED15069E,Mainline,65.2964,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-08T19:16:00.000Z,2026-04-07T08:26:36.000Z,2026-04-08T21:13:47.966Z,554.0,Acres,100,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263431,Wildfire,30.492510999999993,-94.638858
028182C3-42D2-4FB9-8F4F-7F12B353F5DF,Hot Pink,1066.4082,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-07T00:21:44.000Z,2026-04-06T19:31:00.000Z,2026-04-07T00:28:16.850Z,121.0,Acres,100,Percent,Oldham,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,263411,Wildfire,35.61031666666667,-102.31993333333332
4D1562B9-1E07-4BD0-906F-016C1EB5922A,Orange 3409,8.026,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-04-07T00:05:00.000Z,2026-04-06T18:32:00.000Z,2026-04-07T15:16:44.687Z,37.0,Acres,100,Percent,Orange,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,263409,Wildfire,30.221666666666664,-93.96722222222222
2FCA978C-EEE4-4E20-87B6-368CBC091EE6,Houston 2820,99.6961,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-03-20T22:35:00.000Z,2026-03-20T20:49:00.000Z,2026-03-29T00:00:28.732Z,1.0,Acres,100,Percent,Houston,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,262820,Wildfire,31.37813333333333,-95.14756666666668
