id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
4554BC9C-2623-4D57-B796-55BC6960710A,Comanche,578.3795,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-05-16T02:59:32.000Z,2026-05-16T02:31:45.000Z,2026-05-16T15:53:14.392Z,1400,Acres,35,Percent,Motley,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264138,Wildfire,34.29898800000017,-100.52481999999998
581D38F9-74F6-46FB-8233-2A2B6BB20439,Ox Bow,694.5561,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-05-15T22:50:51.000Z,2026-05-15T21:57:30.000Z,2026-05-16T15:25:13.069Z,2000,Acres,40,Percent,Hall,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264128,Wildfire,34.50009900000018,-100.78034999999998
62335EB4-02B2-470C-941F-B2A59E417B0F,Western,1125.9786,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-05-15T21:54:24.000Z,2026-05-15T21:52:37.000Z,2026-05-16T16:08:15.081Z,1137,Acres,90,Percent,Randall,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264127,Wildfire,34.88270125428144,-101.93800311396758
A9598012-28CD-40E1-93AB-A2979F5CCA57,Mustache,469.4349,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-05-16T03:05:05.000Z,2026-05-15T21:42:18.000Z,2026-05-16T03:05:34.489Z,529,Acres,100,Percent,Haskell,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,264126,Wildfire,33.326111111111295,-99.98472222222219
61C5E359-C53E-4E17-9211-D49AFCE055CC,Baylor Creek,586.0978,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-05-15T20:50:18.000Z,2026-05-15T18:07:00.000Z,2026-05-15T20:51:16.985Z,195,Acres,100,Percent,Childress,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264117,Wildfire,34.44733333333351,-100.4103333333333
7A026FFC-7A1E-4473-9E35-A9982F006E1B,Cherokee,654.9647,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-05-16T02:34:04.000Z,2026-05-15T15:46:28.000Z,2026-05-16T02:50:05.758Z,3222,Acres,100,Percent,Briscoe,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264115,Wildfire,34.60333333333352,-101.01805555555552
83B993D5-8EB1-4C0D-AB9B-812E4642E158,Chainey Mountain,643.2361,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-05-15T17:33:47.000Z,2026-05-15T15:43:06.000Z,2026-05-16T15:07:45.101Z,600,Acres,50,Percent,Hall,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264114,Wildfire,34.39444444444463,-100.51305555555551
235A372D-0290-4700-A574-BF6997AE4C73,Line,1236.7527,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-05-15T05:52:00.000Z,2026-05-15T05:34:33.000Z,2026-05-16T16:11:13.371Z,10913,Acres,90,Percent,Oldham,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264106,Wildfire,35.607533000000195,-103.04099699999996
1DB5D413-166B-4F7A-9C20-AC7DDE9EAF59,Roman,1225.827,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-05-15T03:51:32.000Z,2026-05-15T01:38:57.000Z,2026-05-16T16:10:35.528Z,6294,Acres,95,Percent,Hartley,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264104,Wildfire,35.71846000000019,-102.86811999999999
B8533668-4388-4DB4-B55E-0C2ECA36EA49,Crooked Cook,729.7706,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-05-15T21:33:40.000Z,2026-05-15T00:50:13.000Z,2026-05-15T21:34:32.195Z,1388,Acres,100,Percent,Motley,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,264102,Wildfire,34.01182199468238,-100.83508749240752
